;City;Gender;variable;value;Numb
2343;Trabzon-61;M;-85.89;3107;-3107
2344;Tunceli-62;M;-85.89;551;-551
2345;Uşak-64;M;-85.89;1328;-1328
2346;Van-65;M;-85.89;1024;-1024
2347;Yalova-77;M;-85.89;827;-827
2348;Yozgat-66;M;-85.89;1668;-1668
2349;Zonguldak-67;M;-85.89;1788;-1788
2350;Adana-1;F;-85.89;6322;6322
2351;Adıyaman-2;F;-85.89;1788;1788
2352;Afyonkarahisar-3;F;-85.89;3183;3183
2353;Ağrı-4;F;-85.89;809;809
2354;Aksaray-68;F;-85.89;1246;1246
2355;Amasya-5;F;-85.89;2128;2128
2356;Ankara-6;F;-85.89;19252;19252
2357;Antalya-7;F;-85.89;7560;7560
2358;Ardahan-75;F;-85.89;489;489
2359;Artvin-8;F;-85.89;1403;1403
2360;Aydın-9;F;-85.89;6482;6482
2361;Balıkesir-10;F;-85.89;7283;7283
2362;Bartın-74;F;-85.89;1201;1201
2363;Batman-72;F;-85.89;1186;1186
2364;Bayburt-69;F;-85.89;422;422
2365;Bilecik-11;F;-85.89;1161;1161
2366;Bingöl-12;F;-85.89;721;721
2367;Bitlis-13;F;-85.89;626;626
2368;Bolu-14;F;-85.89;2048;2048
2369;Burdur-15;F;-85.89;2089;2089
2370;Bursa-16;F;-85.89;10485;10485
2371;Çanakkale-17;F;-85.89;3373;3373
2372;Çankırı-18;F;-85.89;1360;1360
2373;Çorum-19;F;-85.89;3306;3306
2374;Denizli-20;F;-85.89;5123;5123
2375;Diyarbakır-21;F;-85.89;3918;3918
2376;Düzce-81;F;-85.89;1513;1513
2377;Edirne-22;F;-85.89;2586;2586
2378;Elazığ-23;F;-85.89;2466;2466
2379;Erzincan-24;F;-85.89;1374;1374
2380;Erzurum-25;F;-85.89;2611;2611
2381;Eskişehir-26;F;-85.89;3776;3776
2382;Gaziantep-27;F;-85.89;3892;3892
2383;Giresun-28;F;-85.89;4120;4120
2384;Gümüşhane-29;F;-85.89;1002;1002
2385;Hakkari-30;F;-85.89;398;398
2386;Hatay-31;F;-85.89;4644;4644
2387;Iğdır-76;F;-85.89;562;562
2388;Isparta-32;F;-85.89;2579;2579
2389;İstanbul-34;F;-85.89;43994;43994
2390;İzmir-35;F;-85.89;19803;19803
2391;Kahramanmaraş-46;F;-85.89;3212;3212
2392;Karabük-78;F;-85.89;1497;1497
2393;Karaman-70;F;-85.89;1247;1247
2394;Kars-36;F;-85.89;898;898
2395;Kastamonu-37;F;-85.89;3162;3162
2396;Kayseri-38;F;-85.89;4697;4697
2397;Kilis-79;F;-85.89;482;482
2398;Kırıkkale-71;F;-85.89;1245;1245
2399;Kırklareli-39;F;-85.89;2322;2322
2400;Kırşehir-40;F;-85.89;1173;1173
2401;Kocaeli-41;F;-85.89;4943;4943
2402;Konya-42;F;-85.89;7874;7874
2403;Kütahya-43;F;-85.89;2849;2849
2404;Malatya-44;F;-85.89;3223;3223
2405;Manisa-45;F;-85.89;6549;6549
2406;Mardin-47;F;-85.89;2194;2194
2407;Mersin-33;F;-85.89;6063;6063
2408;Muğla-48;F;-85.89;5365;5365
2409;Muş-49;F;-85.89;759;759
2410;Nevşehir-50;F;-85.89;1329;1329
2411;Niğde-51;F;-85.89;1329;1329
2412;Ordu-52;F;-85.89;4809;4809
2413;Osmaniye-80;F;-85.89;1568;1568
2414;Rize-53;F;-85.89;2390;2390
2415;Sakarya-54;F;-85.89;3907;3907
2416;Samsun-55;F;-85.89;6841;6841
2417;Şanlıurfa-63;F;-85.89;3171;3171
2418;Siirt-56;F;-85.89;649;649
2419;Sinop-57;F;-85.89;1826;1826
2420;Şırnak-73;F;-85.89;893;893
2421;Sivas-58;F;-85.89;3179;3179
2422;Tekirdağ-59;F;-85.89;3366;3366
2423;Tokat-60;F;-85.89;2974;2974
2424;Trabzon-61;F;-85.89;5584;5584
2425;Tunceli-62;F;-85.89;723;723
2426;Uşak-64;F;-85.89;1993;1993
2427;Van-65;F;-85.89;1360;1360
2428;Yalova-77;F;-85.89;1205;1205
2429;Yozgat-66;F;-85.89;2215;2215
2430;Zonguldak-67;F;-85.89;3123;3123
2431;Adana-1;M;-90.;966;-966
2432;Adıyaman-2;M;-90.;322;-322
2433;Afyonkarahisar-3;M;-90.;508;-508
2434;Ağrı-4;M;-90.;147;-147
2435;Aksaray-68;M;-90.;182;-182
2436;Amasya-5;M;-90.;295;-295
2437;Ankara-6;M;-90.;3268;-3268
2438;Antalya-7;M;-90.;1398;-1398
2439;Ardahan-75;M;-90.;115;-115
2440;Artvin-8;M;-90.;279;-279
2441;Aydın-9;M;-90.;990;-990
2442;Balıkesir-10;M;-90.;1328;-1328
2443;Bartın-74;M;-90.;210;-210
2444;Batman-72;M;-90.;219;-219
2445;Bayburt-69;M;-90.;81;-81
2446;Bilecik-11;M;-90.;206;-206
2447;Bingöl-12;M;-90.;175;-175
2448;Bitlis-13;M;-90.;137;-137
2449;Bolu-14;M;-90.;416;-416
2450;Burdur-15;M;-90.;395;-395
2451;Bursa-16;M;-90.;1645;-1645
2452;Çanakkale-17;M;-90.;620;-620
2453;Çankırı-18;M;-90.;250;-250
2454;Çorum-19;M;-90.;543;-543
2455;Denizli-20;M;-90.;777;-777
2456;Diyarbakır-21;M;-90.;587;-587
2457;Düzce-81;M;-90.;225;-225
2458;Edirne-22;M;-90.;457;-457
2459;Elazığ-23;M;-90.;407;-407
2460;Erzincan-24;M;-90.;257;-257
2461;Erzurum-25;M;-90.;422;-422
2462;Eskişehir-26;M;-90.;671;-671
2463;Gaziantep-27;M;-90.;618;-618
2464;Giresun-28;M;-90.;637;-637
2465;Gümüşhane-29;M;-90.;154;-154
2466;Hakkari-30;M;-90.;98;-98
2467;Hatay-31;M;-90.;920;-920
2468;Iğdır-76;M;-90.;105;-105
2469;Isparta-32;M;-90.;460;-460
2470;İstanbul-34;M;-90.;7226;-7226
2471;İzmir-35;M;-90.;3295;-3295
2472;Kahramanmaraş-46;M;-90.;715;-715
2473;Karabük-78;M;-90.;183;-183
2474;Karaman-70;M;-90.;278;-278
2475;Kars-36;M;-90.;196;-196
2476;Kastamonu-37;M;-90.;446;-446
2477;Kayseri-38;M;-90.;649;-649
2478;Kilis-79;M;-90.;86;-86
2479;Kırıkkale-71;M;-90.;190;-190
2480;Kırklareli-39;M;-90.;401;-401
2481;Kırşehir-40;M;-90.;206;-206
2482;Kocaeli-41;M;-90.;856;-856
2483;Konya-42;M;-90.;1348;-1348
2484;Kütahya-43;M;-90.;489;-489
2485;Malatya-44;M;-90.;522;-522
2486;Manisa-45;M;-90.;1106;-1106
2487;Mardin-47;M;-90.;540;-540
2488;Mersin-33;M;-90.;1076;-1076
2489;Muğla-48;M;-90.;1092;-1092
2490;Muş-49;M;-90.;162;-162
2491;Nevşehir-50;M;-90.;232;-232
2492;Niğde-51;M;-90.;228;-228
2493;Ordu-52;M;-90.;862;-862
2494;Osmaniye-80;M;-90.;281;-281
2495;Rize-53;M;-90.;190;-190
2496;Sakarya-54;M;-90.;653;-653
2497;Samsun-55;M;-90.;794;-794
2498;Şanlıurfa-63;M;-90.;517;-517
2499;Siirt-56;M;-90.;110;-110
2500;Sinop-57;M;-90.;343;-343
2501;Şırnak-73;M;-90.;115;-115
2502;Sivas-58;M;-90.;473;-473
2503;Tekirdağ-59;M;-90.;634;-634
2504;Tokat-60;M;-90.;392;-392
2505;Trabzon-61;M;-90.;664;-664
2506;Tunceli-62;M;-90.;152;-152
2507;Uşak-64;M;-90.;323;-323
2508;Van-65;M;-90.;249;-249
2509;Yalova-77;M;-90.;191;-191
2510;Yozgat-66;M;-90.;342;-342
2511;Zonguldak-67;M;-90.;377;-377
2512;Adana-1;F;-90.;2843;2843
2513;Adıyaman-2;F;-90.;1205;1205
2514;Afyonkarahisar-3;F;-90.;1042;1042
2515;Ağrı-4;F;-90.;451;451
2516;Aksaray-68;F;-90.;528;528
2517;Amasya-5;F;-90.;750;750
2518;Ankara-6;F;-90.;8674;8674
2519;Antalya-7;F;-90.;3094;3094
2520;Ardahan-75;F;-90.;216;216
2521;Artvin-8;F;-90.;668;668
2522;Aydın-9;F;-90.;2530;2530
2523;Balıkesir-10;F;-90.;2752;2752
2524;Bartın-74;F;-90.;423;423
2525;Batman-72;F;-90.;874;874
2526;Bayburt-69;F;-90.;261;261
2527;Bilecik-11;F;-90.;424;424
2528;Bingöl-12;F;-90.;420;420
2529;Bitlis-13;F;-90.;497;497
2530;Bolu-14;F;-90.;746;746
2531;Burdur-15;F;-90.;823;823
2532;Bursa-16;F;-90.;3913;3913
2533;Çanakkale-17;F;-90.;1307;1307
2534;Çankırı-18;F;-90.;467;467
2535;Çorum-19;F;-90.;1374;1374
2536;Denizli-20;F;-90.;1795;1795
2537;Diyarbakır-21;F;-90.;2032;2032
2538;Düzce-81;F;-90.;700;700
2539;Edirne-22;F;-90.;992;992
2540;Elazığ-23;F;-90.;1361;1361
2541;Erzincan-24;F;-90.;749;749
2542;Erzurum-25;F;-90.;1169;1169
2543;Eskişehir-26;F;-90.;1367;1367
2544;Gaziantep-27;F;-90.;2060;2060
2545;Giresun-28;F;-90.;2211;2211
2546;Gümüşhane-29;F;-90.;631;631
2547;Hakkari-30;F;-90.;346;346
2548;Hatay-31;F;-90.;1963;1963
2549;Iğdır-76;F;-90.;292;292
2550;Isparta-32;F;-90.;954;954
2551;İstanbul-34;F;-90.;21949;21949
2552;İzmir-35;F;-90.;8856;8856
2553;Kahramanmaraş-46;F;-90.;1870;1870
2554;Karabük-78;F;-90.;543;543
2555;Karaman-70;F;-90.;464;464
2556;Kars-36;F;-90.;378;378
2557;Kastamonu-37;F;-90.;1182;1182
2558;Kayseri-38;F;-90.;1855;1855
2559;Kilis-79;F;-90.;268;268
2560;Kırıkkale-71;F;-90.;463;463
2561;Kırklareli-39;F;-90.;835;835
2562;Kırşehir-40;F;-90.;454;454
2563;Kocaeli-41;F;-90.;2132;2132
2564;Konya-42;F;-90.;3055;3055
2565;Kütahya-43;F;-90.;891;891
2566;Malatya-44;F;-90.;1867;1867
2567;Manisa-45;F;-90.;2577;2577
2568;Mardin-47;F;-90.;1503;1503
2569;Mersin-33;F;-90.;2597;2597
2570;Muğla-48;F;-90.;2318;2318
2571;Muş-49;F;-90.;502;502
2572;Nevşehir-50;F;-90.;571;571
2573;Niğde-51;F;-90.;610;610
2574;Ordu-52;F;-90.;2487;2487
2575;Osmaniye-80;F;-90.;806;806
2576;Rize-53;F;-90.;1215;1215
2577;Sakarya-54;F;-90.;1620;1620
2578;Samsun-55;F;-90.;2849;2849
2579;Şanlıurfa-63;F;-90.;2072;2072
2580;Siirt-56;F;-90.;474;474
2581;Sinop-57;F;-90.;726;726
2582;Şırnak-73;F;-90.;737;737
2583;Sivas-58;F;-90.;1361;1361
2584;Tekirdağ-59;F;-90.;1204;1204
2585;Tokat-60;F;-90.;1179;1179
2586;Trabzon-61;F;-90.;3365;3365
2587;Tunceli-62;F;-90.;441;441
2588;Uşak-64;F;-90.;600;600
2589;Van-65;F;-90.;829;829
2590;Yalova-77;F;-90.;526;526
2591;Yozgat-66;F;-90.;795;795
2592;Zonguldak-67;F;-90.;1099;1099
