;City;Gender;variable;value;Numb
1189;Malatya-44;M;-50.54;22632;-22632
1190;Manisa-45;M;-50.54;46337;-46337
1191;Mardin-47;M;-50.54;14391;-14391
1192;Mersin-33;M;-50.54;56915;-56915
1193;Muğla-48;M;-50.54;35112;-35112
1194;Muş-49;M;-50.54;7216;-7216
1195;Nevşehir-50;M;-50.54;8993;-8993
1196;Niğde-51;M;-50.54;10352;-10352
1197;Ordu-52;M;-50.54;25412;-25412
1198;Osmaniye-80;M;-50.54;15240;-15240
1199;Rize-53;M;-50.54;12554;-12554
1200;Sakarya-54;M;-50.54;31033;-31033
1201;Samsun-55;M;-50.54;42540;-42540
1202;Şanlıurfa-63;M;-50.54;32814;-32814
1203;Siirt-56;M;-50.54;5434;-5434
1204;Sinop-57;M;-50.54;6571;-6571
1205;Şırnak-73;M;-50.54;6678;-6678
1206;Sivas-58;M;-50.54;17920;-17920
1207;Tekirdağ-59;M;-50.54;32476;-32476
1208;Tokat-60;M;-50.54;18956;-18956
1209;Trabzon-61;M;-50.54;25738;-25738
1210;Tunceli-62;M;-50.54;2381;-2381
1211;Uşak-64;M;-50.54;11562;-11562
1212;Van-65;M;-50.54;19203;-19203
1213;Yalova-77;M;-50.54;8354;-8354
1214;Yozgat-66;M;-50.54;12405;-12405
1215;Zonguldak-67;M;-50.54;19519;-19519
1216;Adana-1;F;-50.54;62905;62905
1217;Adıyaman-2;F;-50.54;13312;13312
1218;Afyonkarahisar-3;F;-50.54;21163;21163
1219;Ağrı-4;F;-50.54;6922;6922
1220;Aksaray-68;F;-50.54;10479;10479
1221;Amasya-5;F;-50.54;10609;10609
1222;Ankara-6;F;-50.54;176359;176359
1223;Antalya-7;F;-50.54;77548;77548
1224;Ardahan-75;F;-50.54;2348;2348
1225;Artvin-8;F;-50.54;5451;5451
1226;Aydın-9;F;-50.54;36083;36083
1227;Balıkesir-10;F;-50.54;43895;43895
1228;Bartın-74;F;-50.54;6650;6650
1229;Batman-72;F;-50.54;9592;9592
1230;Bayburt-69;F;-50.54;1996;1996
1231;Bilecik-11;F;-50.54;6585;6585
1232;Bingöl-12;F;-50.54;5463;5463
1233;Bitlis-13;F;-50.54;5288;5288
1234;Bolu-14;F;-50.54;9398;9398
1235;Burdur-15;F;-50.54;8433;8433
1236;Bursa-16;F;-50.54;92961;92961
1237;Çanakkale-17;F;-50.54;18410;18410
1238;Çankırı-18;F;-50.54;6081;6081
1239;Çorum-19;F;-50.54;15698;15698
1240;Denizli-20;F;-50.54;32808;32808
1241;Diyarbakır-21;F;-50.54;31131;31131
1242;Düzce-81;F;-50.54;11239;11239
1243;Edirne-22;F;-50.54;14216;14216
1244;Elazığ-23;F;-50.54;16503;16503
1245;Erzincan-24;F;-50.54;6209;6209
1246;Erzurum-25;F;-50.54;16582;16582
1247;Eskişehir-26;F;-50.54;29832;29832
1248;Gaziantep-27;F;-50.54;40956;40956
1249;Giresun-28;F;-50.54;14350;14350
1250;Gümüşhane-29;F;-50.54;4352;4352
1251;Hakkari-30;F;-50.54;3871;3871
1252;Hatay-31;F;-50.54;43532;43532
1253;Iğdır-76;F;-50.54;3738;3738
1254;Isparta-32;F;-50.54;13440;13440
1255;İstanbul-34;F;-50.54;438690;438690
1256;İzmir-35;F;-50.54;142992;142992
1257;Kahramanmaraş-46;F;-50.54;26381;26381
1258;Karabük-78;F;-50.54;8047;8047
1259;Karaman-70;F;-50.54;7255;7255
1260;Kars-36;F;-50.54;5676;5676
1261;Kastamonu-37;F;-50.54;11129;11129
1262;Kayseri-38;F;-50.54;38233;38233
1263;Kilis-79;F;-50.54;3271;3271
1264;Kırıkkale-71;F;-50.54;9124;9124
1265;Kırklareli-39;F;-50.54;12094;12094
1266;Kırşehir-40;F;-50.54;7469;7469
1267;Kocaeli-41;F;-50.54;52532;52532
1268;Konya-42;F;-50.54;61926;61926
1269;Kütahya-43;F;-50.54;18572;18572
1270;Malatya-44;F;-50.54;21387;21387
1271;Manisa-45;F;-50.54;45726;45726
1272;Mardin-47;F;-50.54;13554;13554
1273;Mersin-33;F;-50.54;56455;56455
1274;Muğla-48;F;-50.54;33309;33309
1275;Muş-49;F;-50.54;5759;5759
1276;Nevşehir-50;F;-50.54;9114;9114
1277;Niğde-51;F;-50.54;10042;10042
1278;Ordu-52;F;-50.54;23682;23682
1279;Osmaniye-80;F;-50.54;14557;14557
1280;Rize-53;F;-50.54;11425;11425
1281;Sakarya-54;F;-50.54;30176;30176
1282;Samsun-55;F;-50.54;42190;42190
1283;Şanlıurfa-63;F;-50.54;30560;30560
1284;Siirt-56;F;-50.54;4873;4873
1285;Sinop-57;F;-50.54;6627;6627
1286;Şırnak-73;F;-50.54;6555;6555
1287;Sivas-58;F;-50.54;17194;17194
1288;Tekirdağ-59;F;-50.54;30178;30178
1289;Tokat-60;F;-50.54;18209;18209
1290;Trabzon-61;F;-50.54;24563;24563
1291;Tunceli-62;F;-50.54;2198;2198
1292;Uşak-64;F;-50.54;11497;11497
1293;Van-65;F;-50.54;16663;16663
1294;Yalova-77;F;-50.54;8568;8568
1295;Yozgat-66;F;-50.54;12124;12124
1296;Zonguldak-67;F;-50.54;20832;20832
1297;Adana-1;M;-55.59;58703;-58703
1298;Adıyaman-2;M;-55.59;12776;-12776
1299;Afyonkarahisar-3;M;-55.59;21045;-21045
1300;Ağrı-4;M;-55.59;8739;-8739
1301;Aksaray-68;M;-55.59;9587;-9587
1302;Amasya-5;M;-55.59;10867;-10867
1303;Ankara-6;M;-55.59;156506;-156506
1304;Antalya-7;M;-55.59;71809;-71809
1305;Ardahan-75;M;-55.59;2628;-2628
1306;Artvin-8;M;-55.59;6087;-6087
1307;Aydın-9;M;-55.59;37111;-37111
1308;Balıkesir-10;M;-55.59;42705;-42705
1309;Bartın-74;M;-55.59;6545;-6545
1310;Batman-72;M;-55.59;8431;-8431
1311;Bayburt-69;M;-55.59;2028;-2028
1312;Bilecik-11;M;-55.59;6766;-6766
1313;Bingöl-12;M;-55.59;5515;-5515
1314;Bitlis-13;M;-55.59;6055;-6055
1315;Bolu-14;M;-55.59;9183;-9183
1316;Burdur-15;M;-55.59;8794;-8794
1317;Bursa-16;M;-55.59;85800;-85800
1318;Çanakkale-17;M;-55.59;18285;-18285
1319;Çankırı-18;M;-55.59;6743;-6743
1320;Çorum-19;M;-55.59;16861;-16861
1321;Denizli-20;M;-55.59;30990;-30990
1322;Diyarbakır-21;M;-55.59;27182;-27182
1323;Düzce-81;M;-55.59;11334;-11334
1324;Edirne-22;M;-55.59;15041;-15041
1325;Elazığ-23;M;-55.59;15319;-15319
1326;Erzincan-24;M;-55.59;6286;-6286
1327;Erzurum-25;M;-55.59;16749;-16749
1328;Eskişehir-26;M;-55.59;27567;-27567
1329;Gaziantep-27;M;-55.59;38006;-38006
1330;Giresun-28;M;-55.59;16905;-16905
1331;Gümüşhane-29;M;-55.59;4901;-4901
1332;Hakkari-30;M;-55.59;3734;-3734
1333;Hatay-31;M;-55.59;40976;-40976
1334;Iğdır-76;M;-55.59;3942;-3942
1335;Isparta-32;M;-55.59;13147;-13147
1336;İstanbul-34;M;-55.59;379429;-379429
1337;İzmir-35;M;-55.59;134127;-134127
1338;Kahramanmaraş-46;M;-55.59;26405;-26405
1339;Karabük-78;M;-55.59;7557;-7557
1340;Karaman-70;M;-55.59;6729;-6729
1341;Kars-36;M;-55.59;6381;-6381
1342;Kastamonu-37;M;-55.59;13223;-13223
1343;Kayseri-38;M;-55.59;35359;-35359
1344;Kilis-79;M;-55.59;3102;-3102
1345;Kırıkkale-71;M;-55.59;9197;-9197
1346;Kırklareli-39;M;-55.59;12660;-12660
1347;Kırşehir-40;M;-55.59;7496;-7496
1348;Kocaeli-41;M;-55.59;47928;-47928
1349;Konya-42;M;-55.59;57425;-57425
1350;Kütahya-43;M;-55.59;18807;-18807
1351;Malatya-44;M;-55.59;21421;-21421
1352;Manisa-45;M;-55.59;45444;-45444
1353;Mardin-47;M;-55.59;12126;-12126
1354;Mersin-33;M;-55.59;52401;-52401
1355;Muğla-48;M;-55.59;33472;-33472
1356;Muş-49;M;-55.59;6659;-6659
1357;Nevşehir-50;M;-55.59;8574;-8574
1358;Niğde-51;M;-55.59;9511;-9511
1359;Ordu-52;M;-55.59;25842;-25842
1360;Osmaniye-80;M;-55.59;13948;-13948
1361;Rize-53;M;-55.59;11465;-11465
1362;Sakarya-54;M;-55.59;28800;-28800
1363;Samsun-55;M;-55.59;42076;-42076
1364;Şanlıurfa-63;M;-55.59;28209;-28209
1365;Siirt-56;M;-55.59;4456;-4456
1366;Sinop-57;M;-55.59;7745;-7745
1367;Şırnak-73;M;-55.59;5452;-5452
1368;Sivas-58;M;-55.59;17768;-17768
1369;Tekirdağ-59;M;-55.59;28979;-28979
1370;Tokat-60;M;-55.59;18916;-18916
1371;Trabzon-61;M;-55.59;25435;-25435
1372;Tunceli-62;M;-55.59;2474;-2474
1373;Uşak-64;M;-55.59;11380;-11380
1374;Van-65;M;-55.59;17760;-17760
1375;Yalova-77;M;-55.59;8232;-8232
1376;Yozgat-66;M;-55.59;12702;-12702
1377;Zonguldak-67;M;-55.59;19734;-19734
1378;Adana-1;F;-55.59;60161;60161
1379;Adıyaman-2;F;-55.59;12307;12307
1380;Afyonkarahisar-3;F;-55.59;22047;22047
1381;Ağrı-4;F;-55.59;7967;7967
1382;Aksaray-68;F;-55.59;10328;10328
1383;Amasya-5;F;-55.59;11573;11573
1384;Ankara-6;F;-55.59;162398;162398
1385;Antalya-7;F;-55.59;71192;71192
1386;Ardahan-75;F;-55.59;2578;2578
1387;Artvin-8;F;-55.59;5754;5754
1388;Aydın-9;F;-55.59;37524;37524
1389;Balıkesir-10;F;-55.59;45196;45196
1390;Bartın-74;F;-55.59;7128;7128
1391;Batman-72;F;-55.59;7866;7866
1392;Bayburt-69;F;-55.59;2071;2071
1393;Bilecik-11;F;-55.59;6693;6693
1394;Bingöl-12;F;-55.59;5392;5392
1395;Bitlis-13;F;-55.59;5233;5233
1396;Bolu-14;F;-55.59;9667;9667
1397;Burdur-15;F;-55.59;9120;9120
1398;Bursa-16;F;-55.59;87394;87394
1399;Çanakkale-17;F;-55.59;18856;18856
1400;Çankırı-18;F;-55.59;6823;6823
1401;Çorum-19;F;-55.59;17469;17469
1402;Denizli-20;F;-55.59;31564;31564
1403;Diyarbakır-21;F;-55.59;26642;26642
1404;Düzce-81;F;-55.59;11603;11603
1405;Edirne-22;F;-55.59;15580;15580
1406;Elazığ-23;F;-55.59;16485;16485
1407;Erzincan-24;F;-55.59;6484;6484
1408;Erzurum-25;F;-55.59;17698;17698
1409;Eskişehir-26;F;-55.59;28779;28779
1410;Gaziantep-27;F;-55.59;37359;37359
1411;Giresun-28;F;-55.59;16496;16496
1412;Gümüşhane-29;F;-55.59;4599;4599
1413;Hakkari-30;F;-55.59;3633;3633
1414;Hatay-31;F;-55.59;41035;41035
1415;Iğdır-76;F;-55.59;3961;3961
1416;Isparta-32;F;-55.59;13904;13904
1417;İstanbul-34;F;-55.59;381868;381868
1418;İzmir-35;F;-55.59;137500;137500
1419;Kahramanmaraş-46;F;-55.59;24682;24682
1420;Karabük-78;F;-55.59;7964;7964
1421;Karaman-70;F;-55.59;6979;6979
1422;Kars-36;F;-55.59;6170;6170
1423;Kastamonu-37;F;-55.59;13478;13478
1424;Kayseri-38;F;-55.59;36096;36096
1425;Kilis-79;F;-55.59;3026;3026
1426;Kırıkkale-71;F;-55.59;8998;8998
1427;Kırklareli-39;F;-55.59;12728;12728
1428;Kırşehir-40;F;-55.59;7821;7821
1429;Kocaeli-41;F;-55.59;48531;48531
1430;Konya-42;F;-55.59;60856;60856
1431;Kütahya-43;F;-55.59;20051;20051
1432;Malatya-44;F;-55.59;21323;21323
1433;Manisa-45;F;-55.59;45511;45511
1434;Mardin-47;F;-55.59;12073;12073
1435;Mersin-33;F;-55.59;53790;53790
1436;Muğla-48;F;-55.59;32026;32026
1437;Muş-49;F;-55.59;6009;6009
1438;Nevşehir-50;F;-55.59;8829;8829
1439;Niğde-51;F;-55.59;9618;9618
1440;Ordu-52;F;-55.59;25628;25628
1441;Osmaniye-80;F;-55.59;13502;13502
1442;Rize-53;F;-55.59;11014;11014
1443;Sakarya-54;F;-55.59;29315;29315
1444;Samsun-55;F;-55.59;44275;44275
1445;Şanlıurfa-63;F;-55.59;29108;29108
1446;Siirt-56;F;-55.59;4222;4222
1447;Sinop-57;F;-55.59;8062;8062
1448;Şırnak-73;F;-55.59;4930;4930
1449;Sivas-58;F;-55.59;18204;18204
1450;Tekirdağ-59;F;-55.59;28558;28558
1451;Tokat-60;F;-55.59;19934;19934
1452;Trabzon-61;F;-55.59;26199;26199
1453;Tunceli-62;F;-55.59;2512;2512
1454;Uşak-64;F;-55.59;11775;11775
1455;Van-65;F;-55.59;16805;16805
1456;Yalova-77;F;-55.59;8544;8544
1457;Yozgat-66;F;-55.59;12903;12903
1458;Zonguldak-67;F;-55.59;21567;21567
1459;Adana-1;M;-60.64;47689;-47689
1460;Adıyaman-2;M;-60.64;9797;-9797
1461;Afyonkarahisar-3;M;-60.64;17546;-17546
1462;Ağrı-4;M;-60.64;5941;-5941
1463;Aksaray-68;M;-60.64;8060;-8060
1464;Amasya-5;M;-60.64;9346;-9346
1465;Ankara-6;M;-60.64;121627;-121627
1466;Antalya-7;M;-60.64;54150;-54150
1467;Ardahan-75;M;-60.64;2461;-2461
1468;Artvin-8;M;-60.64;5509;-5509
1469;Aydın-9;M;-60.64;33241;-33241
1470;Balıkesir-10;M;-60.64;38641;-38641
1471;Bartın-74;M;-60.64;6107;-6107
1472;Batman-72;M;-60.64;5914;-5914
1473;Bayburt-69;M;-60.64;1827;-1827
1474;Bilecik-11;M;-60.64;5788;-5788
1475;Bingöl-12;M;-60.64;4295;-4295
1476;Bitlis-13;M;-60.64;4182;-4182
1477;Bolu-14;M;-60.64;8320;-8320
1478;Burdur-15;M;-60.64;7624;-7624
1479;Bursa-16;M;-60.64;70072;-70072
1480;Çanakkale-17;M;-60.64;16952;-16952
1481;Çankırı-18;M;-60.64;6036;-6036
1482;Çorum-19;M;-60.64;14636;-14636
1483;Denizli-20;M;-60.64;25095;-25095
1484;Diyarbakır-21;M;-60.64;18381;-18381
1485;Düzce-81;M;-60.64;9689;-9689
1486;Edirne-22;M;-60.64;14019;-14019
1487;Elazığ-23;M;-60.64;12826;-12826
1488;Erzincan-24;M;-60.64;5736;-5736
1489;Erzurum-25;M;-60.64;13425;-13425
1490;Eskişehir-26;M;-60.64;22468;-22468
1491;Gaziantep-27;M;-60.64;26835;-26835
1492;Giresun-28;M;-60.64;15983;-15983
1493;Gümüşhane-29;M;-60.64;4137;-4137
1494;Hakkari-30;M;-60.64;2411;-2411
1495;Hatay-31;M;-60.64;31341;-31341
1496;Iğdır-76;M;-60.64;3061;-3061
1497;Isparta-32;M;-60.64;11692;-11692
1498;İstanbul-34;M;-60.64;281093;-281093
1499;İzmir-35;M;-60.64;112372;-112372
1500;Kahramanmaraş-46;M;-60.64;20824;-20824
1501;Karabük-78;M;-60.64;6689;-6689
1502;Karaman-70;M;-60.64;5389;-5389
1503;Kars-36;M;-60.64;5021;-5021
1504;Kastamonu-37;M;-60.64;12860;-12860
1505;Kayseri-38;M;-60.64;29504;-29504
1506;Kilis-79;M;-60.64;2197;-2197
1507;Kırıkkale-71;M;-60.64;7397;-7397
1508;Kırklareli-39;M;-60.64;11702;-11702
1509;Kırşehir-40;M;-60.64;6589;-6589
1510;Kocaeli-41;M;-60.64;38047;-38047
1511;Konya-42;M;-60.64;46029;-46029
1512;Kütahya-43;M;-60.64;16045;-16045
1513;Malatya-44;M;-60.64;17555;-17555
1514;Manisa-45;M;-60.64;37934;-37934
1515;Mardin-47;M;-60.64;8609;-8609
1516;Mersin-33;M;-60.64;41746;-41746
1517;Muğla-48;M;-60.64;27345;-27345
1518;Muş-49;M;-60.64;4925;-4925
1519;Nevşehir-50;M;-60.64;7203;-7203
1520;Niğde-51;M;-60.64;7375;-7375
1521;Ordu-52;M;-60.64;22187;-22187
1522;Osmaniye-80;M;-60.64;11550;-11550
1523;Rize-53;M;-60.64;9719;-9719
1524;Sakarya-54;M;-60.64;24676;-24676
1525;Samsun-55;M;-60.64;35454;-35454
1526;Şanlıurfa-63;M;-60.64;18898;-18898
1527;Siirt-56;M;-60.64;3545;-3545
1528;Sinop-57;M;-60.64;7409;-7409
1529;Şırnak-73;M;-60.64;3817;-3817
1530;Sivas-58;M;-60.64;16227;-16227
1531;Tekirdağ-59;M;-60.64;23291;-23291
1532;Tokat-60;M;-60.64;17299;-17299
1533;Trabzon-61;M;-60.64;22660;-22660
1534;Tunceli-62;M;-60.64;2305;-2305
1535;Uşak-64;M;-60.64;9677;-9677
1536;Van-65;M;-60.64;11920;-11920
1537;Yalova-77;M;-60.64;7374;-7374
1538;Yozgat-66;M;-60.64;10949;-10949
1539;Zonguldak-67;M;-60.64;18233;-18233
1540;Adana-1;F;-60.64;48575;48575
1541;Adıyaman-2;F;-60.64;9984;9984
1542;Afyonkarahisar-3;F;-60.64;18211;18211
1543;Ağrı-4;F;-60.64;5944;5944
1544;Aksaray-68;F;-60.64;8675;8675
1545;Amasya-5;F;-60.64;9649;9649
1546;Ankara-6;F;-60.64;126590;126590
1547;Antalya-7;F;-60.64;54938;54938
1548;Ardahan-75;F;-60.64;2237;2237
1549;Artvin-8;F;-60.64;5516;5516
1550;Aydın-9;F;-60.64;33919;33919
1551;Balıkesir-10;F;-60.64;40594;40594
1552;Bartın-74;F;-60.64;6482;6482
1553;Batman-72;F;-60.64;5942;5942
1554;Bayburt-69;F;-60.64;1861;1861
1555;Bilecik-11;F;-60.64;5537;5537
1556;Bingöl-12;F;-60.64;4383;4383
1557;Bitlis-13;F;-60.64;4126;4126
1558;Bolu-14;F;-60.64;8764;8764
1559;Burdur-15;F;-60.64;8216;8216
1560;Bursa-16;F;-60.64;72222;72222
1561;Çanakkale-17;F;-60.64;17351;17351
1562;Çankırı-18;F;-60.64;6078;6078
1563;Çorum-19;F;-60.64;15535;15535
1564;Denizli-20;F;-60.64;25773;25773
1565;Diyarbakır-21;F;-60.64;18523;18523
1566;Düzce-81;F;-60.64;9729;9729
1567;Edirne-22;F;-60.64;14234;14234
1568;Elazığ-23;F;-60.64;13278;13278
1569;Erzincan-24;F;-60.64;5601;5601
1570;Erzurum-25;F;-60.64;13963;13963
1571;Eskişehir-26;F;-60.64;23527;23527
1572;Gaziantep-27;F;-60.64;27395;27395
1573;Giresun-28;F;-60.64;15451;15451
1574;Gümüşhane-29;F;-60.64;3992;3992
1575;Hakkari-30;F;-60.64;2708;2708
1576;Hatay-31;F;-60.64;31671;31671
1577;Iğdır-76;F;-60.64;3111;3111
1578;Isparta-32;F;-60.64;12604;12604
1579;İstanbul-34;F;-60.64;291685;291685
1580;İzmir-35;F;-60.64;117598;117598
1581;Kahramanmaraş-46;F;-60.64;19604;19604
1582;Karabük-78;F;-60.64;7108;7108
1583;Karaman-70;F;-60.64;5763;5763
1584;Kars-36;F;-60.64;4831;4831
1585;Kastamonu-37;F;-60.64;13242;13242
1586;Kayseri-38;F;-60.64;29306;29306
1587;Kilis-79;F;-60.64;2181;2181
1588;Kırıkkale-71;F;-60.64;7598;7598
1589;Kırklareli-39;F;-60.64;11805;11805
1590;Kırşehir-40;F;-60.64;6901;6901
1591;Kocaeli-41;F;-60.64;38528;38528
1592;Konya-42;F;-60.64;48668;48668
1593;Kütahya-43;F;-60.64;16769;16769
1594;Malatya-44;F;-60.64;16638;16638
1595;Manisa-45;F;-60.64;38964;38964
1596;Mardin-47;F;-60.64;9167;9167
1597;Mersin-33;F;-60.64;42451;42451
1598;Muğla-48;F;-60.64;26597;26597
1599;Muş-49;F;-60.64;4779;4779
1600;Nevşehir-50;F;-60.64;7591;7591
1601;Niğde-51;F;-60.64;7809;7809
1602;Ordu-52;F;-60.64;22498;22498
1603;Osmaniye-80;F;-60.64;10944;10944
1604;Rize-53;F;-60.64;9634;9634
1605;Sakarya-54;F;-60.64;24889;24889
1606;Samsun-55;F;-60.64;35268;35268
1607;Şanlıurfa-63;F;-60.64;20209;20209
1608;Siirt-56;F;-60.64;3485;3485
1609;Sinop-57;F;-60.64;7483;7483
1610;Şırnak-73;F;-60.64;3855;3855
1611;Sivas-58;F;-60.64;15948;15948
1612;Tekirdağ-59;F;-60.64;24229;24229
1613;Tokat-60;F;-60.64;17653;17653
1614;Trabzon-61;F;-60.64;22954;22954
1615;Tunceli-62;F;-60.64;2344;2344
1616;Uşak-64;F;-60.64;10010;10010
1617;Van-65;F;-60.64;12423;12423
1618;Yalova-77;F;-60.64;7556;7556
1619;Yozgat-66;F;-60.64;10972;10972
1620;Zonguldak-67;F;-60.64;19443;19443
1621;Adana-1;M;-65.69;35466;-35466
1622;Adıyaman-2;M;-65.69;8001;-8001
1623;Afyonkarahisar-3;M;-65.69;13774;-13774
1624;Ağrı-4;M;-65.69;4313;-4313
1625;Aksaray-68;M;-65.69;6059;-6059
1626;Amasya-5;M;-65.69;7627;-7627
1627;Ankara-6;M;-65.69;86076;-86076
1628;Antalya-7;M;-65.69;39584;-39584
1629;Ardahan-75;M;-65.69;1853;-1853
1630;Artvin-8;M;-65.69;4142;-4142
1631;Aydın-9;M;-65.69;25055;-25055
1632;Balıkesir-10;M;-65.69;31213;-31213
1633;Bartın-74;M;-65.69;5053;-5053
1634;Batman-72;M;-65.69;4335;-4335
1635;Bayburt-69;M;-65.69;1447;-1447
1636;Bilecik-11;M;-65.69;3974;-3974
1637;Bingöl-12;M;-65.69;3010;-3010
1638;Bitlis-13;M;-65.69;2951;-2951
1639;Bolu-14;M;-65.69;6780;-6780
1640;Burdur-15;M;-65.69;6224;-6224
1641;Bursa-16;M;-65.69;51170;-51170
1642;Çanakkale-17;M;-65.69;13719;-13719
1643;Çankırı-18;M;-65.69;5022;-5022
1644;Çorum-19;M;-65.69;12192;-12192
1645;Denizli-20;M;-65.69;19276;-19276
1646;Diyarbakır-21;M;-65.69;14064;-14064
1647;Düzce-81;M;-65.69;6690;-6690
1648;Edirne-22;M;-65.69;10902;-10902
1649;Elazığ-23;M;-65.69;9400;-9400
1650;Erzincan-24;M;-65.69;4576;-4576
1651;Erzurum-25;M;-65.69;10092;-10092
1652;Eskişehir-26;M;-65.69;17351;-17351
1653;Gaziantep-27;M;-65.69;20384;-20384
1654;Giresun-28;M;-65.69;11349;-11349
1655;Gümüşhane-29;M;-65.69;2994;-2994
1656;Hakkari-30;M;-65.69;1527;-1527
1657;Hatay-31;M;-65.69;22431;-22431
1658;Iğdır-76;M;-65.69;2286;-2286
1659;Isparta-32;M;-65.69;9498;-9498
1660;İstanbul-34;M;-65.69;189853;-189853
1661;İzmir-35;M;-65.69;85984;-85984
1662;Kahramanmaraş-46;M;-65.69;15892;-15892
1663;Karabük-78;M;-65.69;5491;-5491
1664;Karaman-70;M;-65.69;4419;-4419
1665;Kars-36;M;-65.69;3416;-3416
1666;Kastamonu-37;M;-65.69;10251;-10251
1667;Kayseri-38;M;-65.69;21609;-21609
1668;Kilis-79;M;-65.69;1769;-1769
1669;Kırıkkale-71;M;-65.69;5915;-5915
1670;Kırklareli-39;M;-65.69;9003;-9003
1671;Kırşehir-40;M;-65.69;4819;-4819
1672;Kocaeli-41;M;-65.69;26611;-26611
1673;Konya-42;M;-65.69;35330;-35330
1674;Kütahya-43;M;-65.69;12789;-12789
1675;Malatya-44;M;-65.69;13358;-13358
1676;Manisa-45;M;-65.69;28533;-28533
1677;Mardin-47;M;-65.69;6260;-6260
1678;Mersin-33;M;-65.69;30753;-30753
1679;Muğla-48;M;-65.69;21057;-21057
1680;Muş-49;M;-65.69;3536;-3536
1681;Nevşehir-50;M;-65.69;5763;-5763
1682;Niğde-51;M;-65.69;5714;-5714
1683;Ordu-52;M;-65.69;17619;-17619
1684;Osmaniye-80;M;-65.69;8573;-8573
1685;Rize-53;M;-65.69;6816;-6816
1686;Sakarya-54;M;-65.69;18050;-18050
1687;Samsun-55;M;-65.69;27346;-27346
1688;Şanlıurfa-63;M;-65.69;14169;-14169
1689;Siirt-56;M;-65.69;2567;-2567
1690;Sinop-57;M;-65.69;6593;-6593
1691;Şırnak-73;M;-65.69;2782;-2782
1692;Sivas-58;M;-65.69;13254;-13254
1693;Tekirdağ-59;M;-65.69;17428;-17428
1694;Tokat-60;M;-65.69;13647;-13647
1695;Trabzon-61;M;-65.69;16139;-16139
1696;Tunceli-62;M;-65.69;1771;-1771
1697;Uşak-64;M;-65.69;7397;-7397
1698;Van-65;M;-65.69;7762;-7762
1699;Yalova-77;M;-65.69;5709;-5709
1700;Yozgat-66;M;-65.69;9407;-9407
1701;Zonguldak-67;M;-65.69;14357;-14357
1702;Adana-1;F;-65.69;38304;38304
1703;Adıyaman-2;F;-65.69;9001;9001
1704;Afyonkarahisar-3;F;-65.69;15168;15168
1705;Ağrı-4;F;-65.69;5273;5273
1706;Aksaray-68;F;-65.69;6927;6927
1707;Amasya-5;F;-65.69;8364;8364
1708;Ankara-6;F;-65.69;95642;95642
1709;Antalya-7;F;-65.69;41263;41263
1710;Ardahan-75;F;-65.69;1965;1965
1711;Artvin-8;F;-65.69;4434;4434
1712;Aydın-9;F;-65.69;26536;26536
1713;Balıkesir-10;F;-65.69;33653;33653
1714;Bartın-74;F;-65.69;5309;5309
1715;Batman-72;F;-65.69;5278;5278
1716;Bayburt-69;F;-65.69;1538;1538
1717;Bilecik-11;F;-65.69;4292;4292
1718;Bingöl-12;F;-65.69;3517;3517
1719;Bitlis-13;F;-65.69;3631;3631
1720;Bolu-14;F;-65.69;7322;7322
1721;Burdur-15;F;-65.69;7008;7008
1722;Bursa-16;F;-65.69;55343;55343
1723;Çanakkale-17;F;-65.69;14454;14454
1724;Çankırı-18;F;-65.69;5529;5529
1725;Çorum-19;F;-65.69;13713;13713
1726;Denizli-20;F;-65.69;20696;20696
1727;Diyarbakır-21;F;-65.69;16306;16306
1728;Düzce-81;F;-65.69;7146;7146
1729;Edirne-22;F;-65.69;11121;11121
1730;Elazığ-23;F;-65.69;10421;10421
1731;Erzincan-24;F;-65.69;4608;4608
1732;Erzurum-25;F;-65.69;11327;11327
1733;Eskişehir-26;F;-65.69;19064;19064
1734;Gaziantep-27;F;-65.69;21843;21843
1735;Giresun-28;F;-65.69;11840;11840
1736;Gümüşhane-29;F;-65.69;3120;3120
1737;Hakkari-30;F;-65.69;2021;2021
1738;Hatay-31;F;-65.69;23644;23644
1739;Iğdır-76;F;-65.69;2691;2691
1740;Isparta-32;F;-65.69;10370;10370
1741;İstanbul-34;F;-65.69;215807;215807
1742;İzmir-35;F;-65.69;95024;95024
1743;Kahramanmaraş-46;F;-65.69;16453;16453
1744;Karabük-78;F;-65.69;5843;5843
1745;Karaman-70;F;-65.69;4776;4776
1746;Kars-36;F;-65.69;3730;3730
1747;Kastamonu-37;F;-65.69;11152;11152
1748;Kayseri-38;F;-65.69;22815;22815
1749;Kilis-79;F;-65.69;2035;2035
1750;Kırıkkale-71;F;-65.69;6407;6407
1751;Kırklareli-39;F;-65.69;9392;9392
1752;Kırşehir-40;F;-65.69;5285;5285
1753;Kocaeli-41;F;-65.69;28373;28373
1754;Konya-42;F;-65.69;40011;40011
1755;Kütahya-43;F;-65.69;13930;13930
1756;Malatya-44;F;-65.69;14265;14265
1757;Manisa-45;F;-65.69;30893;30893
1758;Mardin-47;F;-65.69;7794;7794
1759;Mersin-33;F;-65.69;32914;32914
1760;Muğla-48;F;-65.69;21615;21615
1761;Muş-49;F;-65.69;4266;4266
1762;Nevşehir-50;F;-65.69;6364;6364
1763;Niğde-51;F;-65.69;6395;6395
1764;Ordu-52;F;-65.69;18606;18606
